FIPS,Incidence_Rate,Avg_Ann_Incidence,Recent Trend,StateFIPS,Mortality_Rate,Avg_Ann_Deaths,State,AreaName,All_Poverty,M_Poverty,F_Poverty,Med_Income,M_With,M_Without,F_With,F_Without,All_With,All_Without,POPESTIMATE2015
17135,86.5,34,stable,17,68.5,28,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17137,77.6,36,stable,17,50.2,23,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17139,56.9,11,stable,17,46.1,9,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17141,66.7,45,stable,17,45.8,31,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17143,84,180,stable,17,60.1,129,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17145,74.4,21,stable,17,52.8,15,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17147,79.8,18,stable,17,53.1,12,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17149,68.4,17,stable,17,46,11,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17151,105.5,7,falling,17,69.4,4,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17153,113.1,10,stable,17,74.3,7,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17155,73.5,7,stable,17,55,5,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17157,78.6,33,stable,17,52.6,22,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17159,81.6,19,rising,17,56.7,13,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17161,66.8,127,stable,17,52.4,101,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17163,75.8,219,stable,17,56.8,165,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17165,91.8,33,stable,17,69.5,25,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17167,77.6,183,stable,17,54.1,126,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17169,82.9,9,stable,17,61.5,7,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17171,83.2,6,stable,17,52.1,4,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17173,77.1,25,stable,17,46.9,16,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17175,77.3,7,stable,17,46.5,4,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17177,63.8,43,stable,17,52.6,36,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17179,87.2,151,falling,17,60.1,104,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17181,102.7,26,stable,17,74.4,18,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17183,86.4,92,stable,17,64.8,70,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17185,91.6,15,falling,17,59.7,10,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17187,74,17,stable,17,57.1,13,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17189,74.1,15,stable,17,43.4,9,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17191,89.2,22,stable,17,66.4,17,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17193,81.2,18,falling,17,69.5,16,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17195,71.8,57,stable,17,56.7,45,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17197,72,414,falling,17,50.3,281,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17199,97.5,85,stable,17,69.5,60,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17201,74,252,stable,17,57.7,198,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
17203,61,29,stable,17,45.8,22,IL,Illinois,1801118.0,803051.0,998067.0,57574.0,5418714.0,781758.0,5876875.0,616877.0,11295589.0,1398635.0,12859995.0
18001,50.2,19,rising,18,32.9,13,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18003,61.9,227,stable,18,44.8,163,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18005,77.8,69,stable,18,59.2,53,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18007,82.7,9,stable,18,79.3,9,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18009,74.9,13,stable,18,51.8,10,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18011,67,39,stable,18,56.6,31,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18013,61.8,14,stable,18,60.2,13,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18015,66.1,17,stable,18,39.8,10,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18017,89.5,42,stable,18,65.8,31,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18019,88.1,107,stable,18,67.3,81,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18021,73.8,25,stable,18,58.4,20,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18023,76.2,29,stable,18,62.2,24,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18025,94.6,13,stable,18,70.5,10,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18027,62.8,23,stable,18,56,20,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18029,82.3,48,stable,18,64.1,37,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18031,69.6,21,stable,18,56.9,17,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18033,68.5,33,stable,18,53.2,25,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18035,79.9,108,stable,18,58.6,80,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18037,55,28,stable,18,40.3,20,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18039,70.2,144,stable,18,48.6,99,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18041,87.4,29,stable,18,71.4,24,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18043,79.3,67,stable,18,54.2,46,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18045,82.3,20,stable,18,62.2,15,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18047,64.7,18,stable,18,57.1,16,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18049,83.8,23,stable,18,70,19,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18051,70,29,stable,18,48.6,20,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18053,85.5,78,stable,18,64,59,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18055,81.1,35,stable,18,69.5,30,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18057,46.7,102,stable,18,33.6,73,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18059,83.1,65,stable,18,59.2,45,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18061,90.7,43,rising,18,62.9,29,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18063,69.9,98,falling,18,50.5,69,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18065,76.6,49,stable,18,65.1,42,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18067,75,81,stable,18,52.4,57,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18069,65,29,stable,18,50.5,23,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18071,81.4,42,stable,18,70.7,37,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18073,85.6,33,stable,18,69.4,27,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18075,68.9,18,stable,18,57.7,15,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18077,81.7,32,stable,18,58.5,23,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18079,97.9,30,stable,18,62.5,20,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18081,67.9,101,stable,18,50.1,73,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18083,76,37,stable,18,53.6,26,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18085,71.6,64,stable,18,54,47,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18087,56.4,21,stable,18,41.5,15,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18089,74,412,stable,18,53.8,298,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18091,77.2,103,stable,18,55.9,74,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18093,89.5,55,stable,18,66,41,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18095,81.8,133,stable,18,67.8,111,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18097,79.7,682,stable,18,64.3,545,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18099,67.1,39,stable,18,45.1,26,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18101,71.5,10,stable,18,58.6,8,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18103,77.1,34,stable,18,68,29,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18105,66.9,81,stable,18,49.7,61,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18107,70,33,stable,18,54.5,26,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18109,83.9,65,stable,18,66.4,52,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18111,75.3,15,stable,18,65.7,13,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18113,69,35,stable,18,54.7,28,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18115,123.2,10,stable,18,80.6,7,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18117,85.4,22,stable,18,69.7,18,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18119,85,24,stable,18,62.9,17,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18121,75.1,17,stable,18,64,14,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18123,101.2,24,stable,18,76,18,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18125,66.6,12,stable,18,57.9,10,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18127,73.6,133,stable,18,52.9,95,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18129,60.3,19,stable,18,41.3,13,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18131,71.1,13,stable,18,64.5,12,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18133,95.1,41,stable,18,76.4,33,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18135,83.1,29,stable,18,59.1,21,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18137,75.6,27,stable,18,57.8,20,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18139,80.8,18,stable,18,67.5,15,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18141,71.5,212,falling,18,52.2,157,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18143,91.8,26,stable,18,81.2,23,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18145,81.8,43,stable,18,56.2,30,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18147,77.9,21,stable,18,51.3,14,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18149,93.5,29,stable,18,75.3,23,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18151,71,31,rising,18,46.7,20,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18153,81.8,22,stable,18,64,17,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18155,84.7,11,stable,18,80,10,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18157,64,91,stable,18,47.2,66,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18159,73.3,16,stable,18,43.6,10,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18161,65.2,7,stable,18,48.9,5,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18163,79.6,169,stable,18,57.2,122,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18165,92.6,20,stable,18,79.9,18,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18167,80.4,96,stable,18,65,77,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18169,64.3,28,stable,18,46.5,20,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18171,66,7,falling,18,53.6,6,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18173,66.7,47,stable,18,46.7,32,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18175,96.2,33,stable,18,69.6,23,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18177,85.2,77,stable,18,65,58,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18179,52.4,19,stable,18,42.9,15,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18181,76.2,26,stable,18,64.4,22,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
18183,63.8,26,stable,18,52.1,21,IN,Indiana,978043.0,434220.0,543823.0,49255.0,2736081.0,435478.0,2904541.0,392864.0,5640622.0,828342.0,6619680.0
19001,65.2,8,stable,19,42.3,5,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19007,78.5,15,rising,19,56.3,11,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19011,67.5,22,stable,19,50.2,17,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19013,72.5,108,stable,19,56.3,84,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19015,61.3,21,stable,19,47.4,17,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19017,41.6,14,stable,19,31.7,10,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19019,82.8,21,stable,19,56.2,15,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19021,40.9,10,stable,19,28.4,7,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19023,45.4,10,stable,19,35.4,8,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19025,54.6,9,stable,19,40.4,7,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19027,60.8,18,stable,19,44.4,14,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19029,73.2,15,stable,19,57.1,12,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19031,66.5,16,stable,19,40.6,10,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19033,65.8,43,stable,19,41.7,27,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19035,47.6,10,stable,19,36.3,8,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19037,52.9,10,stable,19,44,8,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19039,70.6,9,rising,19,58.4,7,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19041,57.8,13,stable,19,41.5,10,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19043,60.3,16,stable,19,37.1,10,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19045,64.1,42,stable,19,50.5,33,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19047,54.8,12,stable,19,33.6,8,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19049,61.6,38,stable,19,36.7,22,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19051,53.6,6,stable,19,36.9,4,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19053,65,7,stable,19,40.5,5,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19055,38.4,9,stable,19,25.7,6,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19057,86.7,49,stable,19,58.6,33,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19059,59.6,18,stable,19,41.3,12,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19061,59.4,70,falling,19,46.7,56,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19063,69.8,10,stable,19,45.3,7,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19065,59.9,19,stable,19,40.2,13,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19067,65.7,16,stable,19,55.1,13,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
19069,54.7,8,rising,19,45.3,7,IA,Iowa,373883.0,167668.0,206215.0,53183.0,1387989.0,123063.0,1438417.0,99638.0,2826406.0,222701.0,3123899.0
